id,description,en
validations.notGreaterThan,The error message that appears on numeric fields that exceed a limit,Must not be more than {maxValue}
validations.numberRequired,The error message that appears on fields where the value must be number,Must be number
validations.officeMustBeSelected,The error message appears when no valid office is selected,No Office selected
validations.phoneNumberFormat,The error message that appears on phone numbers where the first character must be a 0,Must be a valid 10 digit number that starts with 0(7|9)
validations.range,The error message that appears when an out of range value is used,Must be within {min} and {max}
validations.required,The error message that appears on required fields,Required
validations.requiredBasic,The error message that appears on required fields,Required
validations.requiredSymbol,A blank error message. Used for highlighting a required field without showing an error,
validations.userform.required,The error message that appears on required fields on new user form,Required to register a new user
validations.validBirthRegistrationNumber,The error message that appears when an invalid value is used as brn,The Birth Registration Number can only be numeric and must be {validLength} characters long
validations.validDeathRegistrationNumber,The error message that appears when an invalid value is used as drn,The Death Registration Number can only be numeric and must be {validLength} characters long
validations.validDrivingLicenseNumber,The error message that appeards when an invalid value is used as driving license number,The Driving License Number can only be alpha numeric and must be {validLength} characters long
validations.validNationalIDLengths,Nid valid lengths,10 or 17
validations.validNationalId,The error message that appears when an invalid value is used as nid,The National ID can only be numeric and must be 10 digits long
validations.validPassportNumber,The error message that appears when an invalid value is used as passport number,The Passport Number can only be alpha numeric and must be {validLength} characters long
verified,This is the label for the verification field,Verified
verifyCertificate.brn,Label for Birth Registration Number,BRN
verifyCertificate.certifiedAt,Label for date of certification,Date of certification
verifyCertificate.dateOfBirth,Label for date of birth,Date of birth
verifyCertificate.dateOfDeath,Label for date of death,Date of death
verifyCertificate.drn,Label for Death Registration Number,DRN
verifyCertificate.errorMessage,message for error alert,The certificate is a potential forgery please...
verifyCertificate.errorTitle,title for error alert,Invalid QR code
verifyCertificate.fullname,title for success alert for url validation,Full Name
verifyCertificate.loading,message when verification is checking,Verifying certificate
verifyCertificate.placeOfBirth,Label for place of birth,Place of birth
verifyCertificate.placeOfDeath,Label for place of death,Place of death
verifyCertificate.registar,Label for name of registar center,Name of registar
verifyCertificate.registrationCenter,Label for registration center,Registration Center
verifyCertificate.sex,Label for sex,Sex
verifyCertificate.sexFemale,Option for form field: Sex name,Female
verifyCertificate.sexMale,Option for form field: Sex name,Male
verifyCertificate.successMessage,message for success alert,Compare the partial details of the record below against those against those recorded on the certificate
verifyCertificate.successTitle,title for success alert,Valid QR code
verifyCertificate.successUrl,title for success alert for url validation,URL Verification
verifyCertificate.timeOut,message when time out after few minute,You been timed out
verifyCertificate.toastMessage,Message for the toast when time spend 1 minute,"After verifying the certificate, please close the browser window"
views.idReader.label.manualInput,Label that shows below the divider on the id reader component,Complete fields below
views.idReader.label.or,Label that shows on the divider,Or
views.idVerification.banner.actions.reset,,Reset
views.idVerification.banner.actions.revoke,,Revoke
views.idVerification.banner.authenticated.description,,"This identity has been successfully authenticated with the Farajaland’s National ID System. To make edits, please remove the authentication first."
views.idVerification.banner.authenticated.resetConfirmation.description,,"By clicking ‘Continue,’ you’ll remove ID Authenticated status and unlock the fields for editing."
views.idVerification.banner.authenticated.resetConfirmation.title,,Revoke authenticated ID?
views.idVerification.banner.authenticated.title,,ID Authenticated
views.idVerification.banner.failed.description,,The identity card scanned has not be successfully authenticated
views.idVerification.banner.failed.resetConfirmation.description,,"By clicking ‘Continue,’ you’ll clear all information to it’s default state."
views.idVerification.banner.failed.resetConfirmation.title,,Reset information?
views.idVerification.banner.failed.title,,ID Verification Failed
views.idVerification.banner.failedFetchIdDetails.description,,We were unable to retrieve the individuals details for the National ID System. Please try again.
views.idVerification.banner.failedFetchIdDetails.title,,Failed to retrieve individuals details
views.idVerification.banner.verified.description,,"This identity data has been successfully verified with the Farajaland’s National ID System. Please note that their identity has not been authenticated using the individuals biometrics. To make edits, please remove the verification first."
views.idVerification.banner.verified.resetConfirmation.description,,"By clicking ‘Continue,’ you’ll remove ID Verified status and unlock the fields for editing."
views.idVerification.banner.verified.resetConfirmation.title,,Revoke valid ID?
views.idVerification.banner.verified.title,,ID Verified
views.qrReader.button,Button to scan QR code,Scan QR code
views.qrReader.scannerDialogSupportingCopy,Supporting copy for the scanner dialog,Place the Notifier's ID card in front of the camera.
views.qrReader.tutorial.cameraCleanliness,Camera cleanliness tutorial,Ensure your camera is clean and functional.
views.qrReader.tutorial.distance,Distance tutorial,Hold the device steadily 6-12 inches away from the QR code.
views.qrReader.tutorial.lightBalance,Light balance tutorial,Ensure the QR code is well-lit and not damaged or blurry.
workqueues.dateOfEvent,Label for workqueue column: dateOfEvent,Date of Event
workqueues.draft.title,Title of draft workqueue,Drafts
workqueues.outbox.title,Title of outbox workqueue,Outbox
wq.noRecords.draft,No records messages for empty draft tab,No records in my drafts
wq.noRecords.externalValidation,No records messages for empty external validation tab,No records in external validation
wq.noRecords.fieldAgents,No records messages for empty field agents tab,No records from field agents
wq.noRecords.healthSystem,No records messages for empty health system tab,No records from health system
wq.noRecords.readyForReview,No records messages for ready for review tab,No records ready for review
wq.noRecords.readyToIssue,No records messages for ready to issue tab,No records ready to issue
wq.noRecords.readyToPrint,No records messages for ready to print tab,No records ready to print
wq.noRecords.requiresUpdate,No records messages for require updates tab,No records require updates
wq.noRecords.sentForApproval,No records messages for sent for approval tab,No records sent for approval
wq.noRecords.sentForReview,No records messages for sent for review tab,No records sent for review
