statisticalID,name,partOf,code,physicalType
oHlcVn3rdb1,Chienge District Hospital,Location/Oapn6R4rt3D,HEALTH_FACILITY
QDqivIRiSaQ,Chipungu Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
AGpIcsdu6xf,Kabole Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
CmrN87EOlBQ,Kabwe Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
kU5YjYgVbTZ,Kalembwe Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
RkntOU90ZHr,Kapako Health Post (Chienge),Location/Oapn6R4rt3D,HEALTH_FACILITY
jfcYt0tnsTx,Lambwe Chikwama Health Post,Location/Oapn6R4rt3D,HEALTH_FACILITY
NI1tAcnIfAT,Lambwe Chomba Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
i11VXdZmkhP,Lunchinda Health Post,Location/Oapn6R4rt3D,HEALTH_FACILITY
tr9eo7P3f5L,Mukunta Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
Bz7oIBxRTU1,Mwabu Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
EIbwCt3jZHv,lu Puta Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
x8BQtQpWK9h,Sambula Rural Health Centre,Location/Oapn6R4rt3D,HEALTH_FACILITY
FVK5bEf4nEV,Chibuye Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
aOr3jMbPcHD,Chimanda Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
LjFfWIgO7A0,Chishi Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
WRRGxsFOxv2,Kasaba Hospital Affiliated Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
kkvRKFactre,Kasaba Mission Hospital,Location/idR0pJWLqcR,HEALTH_FACILITY
pzwJl6Eit3A,Kasuba Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
gq2WZLfPWno,Lubwe Hospital Affiliated Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
tYADm8Gxa2U,Lubwe Mission Hospital,Location/idR0pJWLqcR,HEALTH_FACILITY
FgMoRKWE7lY,Mbabala Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
